ltla_name,ltla_code,latitude,longitude,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,21/03/2021,1st dose,70-74,8253,8506,0.97025629
Southwark,E09000028,51.46592,-0.07306,08/12/2020,21/03/2021,1st dose,70-74,5879,6822,0.861770742
Sutton,E09000029,51.35756,-0.17227,08/12/2020,21/03/2021,1st dose,70-74,7943,8335,0.952969406
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,21/03/2021,1st dose,70-74,3854,4999,0.770954191
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,21/03/2021,1st dose,70-74,6370,7494,0.850013344
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,21/03/2021,1st dose,70-74,7615,8167,0.932410922
Westminster,E09000033,51.5122,-0.15295,08/12/2020,21/03/2021,1st dose,70-74,5351,8237,0.64962972
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,21/03/2021,1st dose,75-79,2921,3339,0.874812818
Barnet,E09000003,51.61108,-0.21821,08/12/2020,21/03/2021,1st dose,75-79,9658,10286,0.93894614
Bexley,E09000004,51.45823,0.146227,08/12/2020,21/03/2021,1st dose,75-79,7464,7534,0.990708787
Brent,E09000005,51.56441,-0.27568,08/12/2020,21/03/2021,1st dose,75-79,6111,7339,0.832674751
Bromley,E09000006,51.37267,0.039246,08/12/2020,21/03/2021,1st dose,75-79,10824,10705,1.011116301
Camden,E09000007,51.54306,-0.16289,08/12/2020,21/03/2021,1st dose,75-79,4496,5890,0.763327674
Croydon,E09000008,51.36598,-0.07761,08/12/2020,21/03/2021,1st dose,75-79,8798,9457,0.930316168
Ealing,E09000009,51.52443,-0.31407,08/12/2020,21/03/2021,1st dose,75-79,7307,7907,0.92411787
Enfield,E09000010,51.64888,-0.08147,08/12/2020,21/03/2021,1st dose,75-79,7417,8490,0.873616019
Greenwich,E09000011,51.46393,0.050107,08/12/2020,21/03/2021,1st dose,75-79,5159,5356,0.96321882
Hackney,E09000012,51.55492,-0.06045,08/12/2020,21/03/2021,1st dose,75-79,3195,3981,0.80256217
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,21/03/2021,1st dose,75-79,3118,3731,0.835700884
Haringey,E09000014,51.58771,-0.10667,08/12/2020,21/03/2021,1st dose,75-79,4281,4858,0.881226842
Harrow,E09000015,51.59467,-0.33603,08/12/2020,21/03/2021,1st dose,75-79,6893,7131,0.966624597
Havering,E09000016,51.56519,0.235368,08/12/2020,21/03/2021,1st dose,75-79,8352,8453,0.988051579
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,21/03/2021,1st dose,75-79,7098,7522,0.943632013
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,21/03/2021,1st dose,75-79,5640,5929,0.951256536
Islington,E09000019,51.54548,-0.10992,08/12/2020,21/03/2021,1st dose,75-79,3315,3865,0.857697283
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,21/03/2021,1st dose,75-79,3538,4786,0.739239448
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,21/03/2021,1st dose,75-79,4361,4393,0.992715684
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,21/03/2021,1st dose,75-79,4005,4809,0.832813475
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,21/03/2021,1st dose,75-79,4453,5115,0.870576735
Merton,E09000024,51.41057,-0.18867,08/12/2020,21/03/2021,1st dose,75-79,4393,4690,0.936673774
Newham,E09000025,51.53147,0.027289,08/12/2020,21/03/2021,1st dose,75-79,3488,4733,0.736953307
Redbridge,E09000026,51.58589,0.070071,08/12/2020,21/03/2021,1st dose,75-79,6185,6814,0.90769005
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,21/03/2021,1st dose,75-79,5905,5656,1.044024045
Southwark,E09000028,51.46592,-0.07306,08/12/2020,21/03/2021,1st dose,75-79,3828,4777,0.801339753
Sutton,E09000029,51.35756,-0.17227,08/12/2020,21/03/2021,1st dose,75-79,5646,5720,0.987062937
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,21/03/2021,1st dose,75-79,2505,3465,0.722943723
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,21/03/2021,1st dose,75-79,4543,5223,0.869806625
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,21/03/2021,1st dose,75-79,5164,5700,0.905964912
Westminster,E09000033,51.5122,-0.15295,08/12/2020,21/03/2021,1st dose,75-79,4127,5656,0.72966761
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,21/03/2021,1st dose,80+,4570,5685,0.803869833
Barnet,E09000003,51.61108,-0.21821,08/12/2020,21/03/2021,1st dose,80+,14582,16910,0.862329982
Bexley,E09000004,51.45823,0.146227,08/12/2020,21/03/2021,1st dose,80+,11496,12831,0.895955109
Brent,E09000005,51.56441,-0.27568,08/12/2020,21/03/2021,1st dose,80+,9036,11307,0.799150968
Bromley,E09000006,51.37267,0.039246,08/12/2020,21/03/2021,1st dose,80+,16565,17418,0.951027673
Camden,E09000007,51.54306,-0.16289,08/12/2020,21/03/2021,1st dose,80+,5837,8858,0.658952359
Croydon,E09000008,51.36598,-0.07761,08/12/2020,21/03/2021,1st dose,80+,12849,14802,0.86805837
Ealing,E09000009,51.52443,-0.31407,08/12/2020,21/03/2021,1st dose,80+,10571,12405,0.852156389
Enfield,E09000010,51.64888,-0.08147,08/12/2020,21/03/2021,1st dose,80+,11491,12809,0.897103599
Greenwich,E09000011,51.46393,0.050107,08/12/2020,21/03/2021,1st dose,80+,6655,7939,0.838266784
Hackney,E09000012,51.55492,-0.06045,08/12/2020,21/03/2021,1st dose,80+,4195,5950,0.705042017
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,21/03/2021,1st dose,80+,4217,5274,0.799582859
Haringey,E09000014,51.58771,-0.10667,08/12/2020,21/03/2021,1st dose,80+,5879,7158,0.821318804
Harrow,E09000015,51.59467,-0.33603,08/12/2020,21/03/2021,1st dose,80+,10649,11813,0.901464488
Havering,E09000016,51.56519,0.235368,08/12/2020,21/03/2021,1st dose,80+,12715,14470,0.878714582
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,21/03/2021,1st dose,80+,11077,12140,0.912438221
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,21/03/2021,1st dose,80+,7713,8596,0.897277804
Islington,E09000019,51.54548,-0.10992,08/12/2020,21/03/2021,1st dose,80+,4328,5491,0.788198871
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,21/03/2021,1st dose,80+,4660,6494,0.717585464
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,21/03/2021,1st dose,80+,6132,6990,0.877253219
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,21/03/2021,1st dose,80+,5861,7466,0.785025449
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,21/03/2021,1st dose,80+,6560,8037,0.81622496
Merton,E09000024,51.41057,-0.18867,08/12/2020,21/03/2021,1st dose,80+,6795,7421,0.915644792
Newham,E09000025,51.53147,0.027289,08/12/2020,21/03/2021,1st dose,80+,4919,6780,0.725516224
Redbridge,E09000026,51.58589,0.070071,08/12/2020,21/03/2021,1st dose,80+,9588,11007,0.871082039
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,21/03/2021,1st dose,80+,7818,8440,0.926303318
Southwark,E09000028,51.46592,-0.07306,08/12/2020,21/03/2021,1st dose,80+,5449,6976,0.781106651
Sutton,E09000029,51.35756,-0.17227,08/12/2020,21/03/2021,1st dose,80+,8445,9136,0.924365149
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,21/03/2021,1st dose,80+,3901,5249,0.743189179
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,21/03/2021,1st dose,80+,6473,8376,0.772803247
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,21/03/2021,1st dose,80+,7381,8501,0.868250794
Westminster,E09000033,51.5122,-0.15295,08/12/2020,21/03/2021,1st dose,80+,5556,9004,0.617059085
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,21/03/2021,1st dose,Under 50,20239,104157,0.194312432
Barnet,E09000003,51.61108,-0.21821,08/12/2020,21/03/2021,1st dose,Under 50,41701,187000,0.223
Bexley,E09000004,51.45823,0.146227,08/12/2020,21/03/2021,1st dose,Under 50,21639,109463,0.197683235
Brent,E09000005,51.56441,-0.27568,08/12/2020,21/03/2021,1st dose,Under 50,36923,162117,0.227755263
Bromley,E09000006,51.37267,0.039246,08/12/2020,21/03/2021,1st dose,Under 50,29461,142938,0.206110342
Camden,E09000007,51.54306,-0.16289,08/12/2020,21/03/2021,1st dose,Under 50,22949,150931,0.152049612
Croydon,E09000008,51.36598,-0.07761,08/12/2020,21/03/2021,1st dose,Under 50,33689,175060,0.192442591
Ealing,E09000009,51.52443,-0.31407,08/12/2020,21/03/2021,1st dose,Under 50,33606,163390,0.205679662
Enfield,E09000010,51.64888,-0.08147,08/12/2020,21/03/2021,1st dose,Under 50,36146,154260,0.234318683
Greenwich,E09000011,51.46393,0.050107,08/12/2020,21/03/2021,1st dose,Under 50,29146,149543,0.194900463
Hackney,E09000012,51.55492,-0.06045,08/12/2020,21/03/2021,1st dose,Under 50,23948,169053,0.141659716
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,21/03/2021,1st dose,Under 50,17507,101842,0.171903537
Haringey,E09000014,51.58771,-0.10667,08/12/2020,21/03/2021,1st dose,Under 50,20989,142612,0.147175553
Harrow,E09000015,51.59467,-0.33603,08/12/2020,21/03/2021,1st dose,Under 50,32420,112986,0.286938205
Havering,E09000016,51.56519,0.235368,08/12/2020,21/03/2021,1st dose,Under 50,22803,112279,0.203092297
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,21/03/2021,1st dose,Under 50,32754,146830,0.223074304
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,21/03/2021,1st dose,Under 50,28163,133725,0.210603851
Islington,E09000019,51.54548,-0.10992,08/12/2020,21/03/2021,1st dose,Under 50,20960,149650,0.14006014
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,21/03/2021,1st dose,Under 50,10956,75837,0.14446774
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,21/03/2021,1st dose,Under 50,16255,87129,0.186562453
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,21/03/2021,1st dose,Under 50,33352,193905,0.172001753
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,21/03/2021,1st dose,Under 50,27569,164862,0.167224709
Merton,E09000024,51.41057,-0.18867,08/12/2020,21/03/2021,1st dose,Under 50,21216,101582,0.2088559
Newham,E09000025,51.53147,0.027289,08/12/2020,21/03/2021,1st dose,Under 50,35049,199892,0.175339683
Redbridge,E09000026,51.58589,0.070071,08/12/2020,21/03/2021,1st dose,Under 50,29808,148315,0.200977649
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,21/03/2021,1st dose,Under 50,15072,87144,0.172955109
Southwark,E09000028,51.46592,-0.07306,08/12/2020,21/03/2021,1st dose,Under 50,30290,182180,0.166264134
Sutton,E09000029,51.35756,-0.17227,08/12/2020,21/03/2021,1st dose,Under 50,21583,92904,0.232315078
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,21/03/2021,1st dose,Under 50,31189,202323,0.154154496
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,21/03/2021,1st dose,Under 50,22173,142624,0.155464718
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,21/03/2021,1st dose,Under 50,35607,194071,0.183474089
Westminster,E09000033,51.5122,-0.15295,08/12/2020,21/03/2021,1st dose,Under 50,19156,142730,0.134211448
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,28/03/2021,1st dose,50-54,9995,12493,0.800048027
Barnet,E09000003,51.61108,-0.21821,08/12/2020,28/03/2021,1st dose,50-54,20142,25906,0.777503281
Bexley,E09000004,51.45823,0.146227,08/12/2020,28/03/2021,1st dose,50-54,13413,17554,0.764099351
Brent,E09000005,51.56441,-0.27568,08/12/2020,28/03/2021,1st dose,50-54,15909,20601,0.772244066
Bromley,E09000006,51.37267,0.039246,08/12/2020,28/03/2021,1st dose,50-54,20165,24638,0.818451173
Camden,E09000007,51.54306,-0.16289,08/12/2020,28/03/2021,1st dose,50-54,10564,15685,0.673509723
Croydon,E09000008,51.36598,-0.07761,08/12/2020,28/03/2021,1st dose,50-54,19250,27372,0.703273418
Ealing,E09000009,51.52443,-0.31407,08/12/2020,28/03/2021,1st dose,50-54,18416,22964,0.80195088
Enfield,E09000010,51.64888,-0.08147,08/12/2020,28/03/2021,1st dose,50-54,17255,23032,0.749175061
Greenwich,E09000011,51.46393,0.050107,08/12/2020,28/03/2021,1st dose,50-54,13557,17879,0.758263885
Hackney,E09000012,51.55492,-0.06045,08/12/2020,28/03/2021,1st dose,50-54,11268,15801,0.713119423
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,28/03/2021,1st dose,50-54,9027,11813,0.764158131
Haringey,E09000014,51.58771,-0.10667,08/12/2020,28/03/2021,1st dose,50-54,13336,18035,0.739451067
Harrow,E09000015,51.59467,-0.33603,08/12/2020,28/03/2021,1st dose,50-54,12529,15752,0.795391061
Havering,E09000016,51.56519,0.235368,08/12/2020,28/03/2021,1st dose,50-54,13934,17477,0.79727642
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,28/03/2021,1st dose,50-54,16447,19384,0.848483285
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,28/03/2021,1st dose,50-54,14578,17241,0.845542602
Islington,E09000019,51.54548,-0.10992,08/12/2020,28/03/2021,1st dose,50-54,9823,13271,0.740185367
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,28/03/2021,1st dose,50-54,7337,10961,0.669373232
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,28/03/2021,1st dose,50-54,9991,11645,0.857964792
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,28/03/2021,1st dose,50-54,15091,19322,0.781026809
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,28/03/2021,1st dose,50-54,14060,19642,0.715813054
Merton,E09000024,51.41057,-0.18867,08/12/2020,28/03/2021,1st dose,50-54,11620,13796,0.842273123
Newham,E09000025,51.53147,0.027289,08/12/2020,28/03/2021,1st dose,50-54,13912,19171,0.725679412
Redbridge,E09000026,51.58589,0.070071,08/12/2020,28/03/2021,1st dose,50-54,14133,18783,0.752435713
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,28/03/2021,1st dose,50-54,12336,14847,0.830874924
Southwark,E09000028,51.46592,-0.07306,08/12/2020,28/03/2021,1st dose,50-54,15063,19727,0.763572768
Sutton,E09000029,51.35756,-0.17227,08/12/2020,28/03/2021,1st dose,50-54,11881,14977,0.793283034
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,28/03/2021,1st dose,50-54,10457,14858,0.703795935
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,28/03/2021,1st dose,50-54,12689,17548,0.723102348
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,28/03/2021,1st dose,50-54,14864,18164,0.818321956
Westminster,E09000033,51.5122,-0.15295,08/12/2020,28/03/2021,1st dose,50-54,9897,16678,0.593416477
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,28/03/2021,1st dose,55-59,8957,10535,0.850213574
Barnet,E09000003,51.61108,-0.21821,08/12/2020,28/03/2021,1st dose,55-59,19132,22509,0.849971123
Bexley,E09000004,51.45823,0.146227,08/12/2020,28/03/2021,1st dose,55-59,14367,16171,0.888442273
Brent,E09000005,51.56441,-0.27568,08/12/2020,28/03/2021,1st dose,55-59,15164,19243,0.788026815
Bromley,E09000006,51.37267,0.039246,08/12/2020,28/03/2021,1st dose,55-59,19948,21769,0.916348937
Camden,E09000007,51.54306,-0.16289,08/12/2020,28/03/2021,1st dose,55-59,9445,13034,0.724643241
Croydon,E09000008,51.36598,-0.07761,08/12/2020,28/03/2021,1st dose,55-59,20076,25680,0.781775701
Ealing,E09000009,51.52443,-0.31407,08/12/2020,28/03/2021,1st dose,55-59,17533,19705,0.889774169
Enfield,E09000010,51.64888,-0.08147,08/12/2020,28/03/2021,1st dose,55-59,17256,20350,0.847960688
Greenwich,E09000011,51.46393,0.050107,08/12/2020,28/03/2021,1st dose,55-59,12727,15300,0.831830065
Hackney,E09000012,51.55492,-0.06045,08/12/2020,28/03/2021,1st dose,55-59,10175,12981,0.783837917
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,28/03/2021,1st dose,55-59,8089,9923,0.815176862
Haringey,E09000014,51.58771,-0.10667,08/12/2020,28/03/2021,1st dose,55-59,12315,14900,0.826510067
Harrow,E09000015,51.59467,-0.33603,08/12/2020,28/03/2021,1st dose,55-59,12950,15458,0.837753914
Havering,E09000016,51.56519,0.235368,08/12/2020,28/03/2021,1st dose,55-59,14959,16577,0.902394884
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,28/03/2021,1st dose,55-59,16119,17763,0.907448066
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,28/03/2021,1st dose,55-59,13676,15062,0.907980348
Islington,E09000019,51.54548,-0.10992,08/12/2020,28/03/2021,1st dose,55-59,9385,11189,0.838770221
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,28/03/2021,1st dose,55-59,7373,9904,0.744446688
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,28/03/2021,1st dose,55-59,9063,9929,0.912780743
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,28/03/2021,1st dose,55-59,14120,17000,0.830588235
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,28/03/2021,1st dose,55-59,13470,17200,0.783139535
Merton,E09000024,51.41057,-0.18867,08/12/2020,28/03/2021,1st dose,55-59,10614,11960,0.887458194
Newham,E09000025,51.53147,0.027289,08/12/2020,28/03/2021,1st dose,55-59,12330,16142,0.763845868
Redbridge,E09000026,51.58589,0.070071,08/12/2020,28/03/2021,1st dose,55-59,13922,16860,0.8257414
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,28/03/2021,1st dose,55-59,11856,12899,0.919141019
Southwark,E09000028,51.46592,-0.07306,08/12/2020,28/03/2021,1st dose,55-59,14047,17494,0.802961015
Sutton,E09000029,51.35756,-0.17227,08/12/2020,28/03/2021,1st dose,55-59,11974,12825,0.933645224
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,28/03/2021,1st dose,55-59,8706,11780,0.739049236
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,28/03/2021,1st dose,55-59,11830,14542,0.813505708
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,28/03/2021,1st dose,55-59,13145,14896,0.882451665
Westminster,E09000033,51.5122,-0.15295,08/12/2020,28/03/2021,1st dose,55-59,9423,13888,0.678499424
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,28/03/2021,1st dose,60-64,7162,7960,0.899748744
Barnet,E09000003,51.61108,-0.21821,08/12/2020,28/03/2021,1st dose,60-64,16772,18592,0.902108434
Bexley,E09000004,51.45823,0.146227,08/12/2020,28/03/2021,1st dose,60-64,12386,12812,0.966749922
Brent,E09000005,51.56441,-0.27568,08/12/2020,28/03/2021,1st dose,60-64,13335,16425,0.811872146
Bromley,E09000006,51.37267,0.039246,08/12/2020,28/03/2021,1st dose,60-64,16844,17053,0.987744092
Camden,E09000007,51.54306,-0.16289,08/12/2020,28/03/2021,1st dose,60-64,8008,10783,0.742650468
Croydon,E09000008,51.36598,-0.07761,08/12/2020,28/03/2021,1st dose,60-64,16910,19729,0.857113893
Ealing,E09000009,51.52443,-0.31407,08/12/2020,28/03/2021,1st dose,60-64,14916,16404,0.909290417
Enfield,E09000010,51.64888,-0.08147,08/12/2020,28/03/2021,1st dose,60-64,14557,15451,0.942139667
Greenwich,E09000011,51.46393,0.050107,08/12/2020,28/03/2021,1st dose,60-64,10495,11717,0.895707092
Hackney,E09000012,51.55492,-0.06045,08/12/2020,28/03/2021,1st dose,60-64,8347,10083,0.827829019
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,28/03/2021,1st dose,60-64,6067,7321,0.828711925
Haringey,E09000014,51.58771,-0.10667,08/12/2020,28/03/2021,1st dose,60-64,9720,11088,0.876623377
Harrow,E09000015,51.59467,-0.33603,08/12/2020,28/03/2021,1st dose,60-64,12244,13566,0.902550494
Havering,E09000016,51.56519,0.235368,08/12/2020,28/03/2021,1st dose,60-64,13511,13847,0.975734816
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,28/03/2021,1st dose,60-64,13642,14272,0.955857623
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,28/03/2021,1st dose,60-64,11738,12531,0.936716942
Islington,E09000019,51.54548,-0.10992,08/12/2020,28/03/2021,1st dose,60-64,7443,8421,0.883861774
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,28/03/2021,1st dose,60-64,5908,8102,0.729202666
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,28/03/2021,1st dose,60-64,7558,8136,0.928957719
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,28/03/2021,1st dose,60-64,10795,12007,0.899058882
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,28/03/2021,1st dose,60-64,10795,12418,0.869302625
Merton,E09000024,51.41057,-0.18867,08/12/2020,28/03/2021,1st dose,60-64,8999,9285,0.969197631
Newham,E09000025,51.53147,0.027289,08/12/2020,28/03/2021,1st dose,60-64,10303,12562,0.820171947
Redbridge,E09000026,51.58589,0.070071,08/12/2020,28/03/2021,1st dose,60-64,12331,13914,0.886229697
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,28/03/2021,1st dose,60-64,9467,10117,0.935751705
Southwark,E09000028,51.46592,-0.07306,08/12/2020,28/03/2021,1st dose,60-64,10935,12755,0.857310858
Sutton,E09000029,51.35756,-0.17227,08/12/2020,28/03/2021,1st dose,60-64,9588,10118,0.947618106
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,28/03/2021,1st dose,60-64,7216,9368,0.77028181
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,28/03/2021,1st dose,60-64,9895,11507,0.859911358
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,28/03/2021,1st dose,60-64,10505,11417,0.920119121
Westminster,E09000033,51.5122,-0.15295,08/12/2020,28/03/2021,1st dose,60-64,7713,11313,0.681782021
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,28/03/2021,1st dose,65-69,5221,5920,0.881925676
Barnet,E09000003,51.61108,-0.21821,08/12/2020,28/03/2021,1st dose,65-69,13926,15698,0.887119378
Bexley,E09000004,51.45823,0.146227,08/12/2020,28/03/2021,1st dose,65-69,10021,10353,0.967932
Brent,E09000005,51.56441,-0.27568,08/12/2020,28/03/2021,1st dose,65-69,10579,12597,0.839803128
Bromley,E09000006,51.37267,0.039246,08/12/2020,28/03/2021,1st dose,65-69,13706,14671,0.934223979
Camden,E09000007,51.54306,-0.16289,08/12/2020,28/03/2021,1st dose,65-69,6415,9112,0.704016681
